date,value,indicator_name
1974-10-01,6030.464,gdp_real
1975-01-01,5957.035,gdp_real
1975-04-01,5999.61,gdp_real
1975-07-01,6102.326,gdp_real
1975-10-01,6184.53,gdp_real
1976-01-01,6323.649,gdp_real
1976-04-01,6370.025,gdp_real
1976-07-01,6404.895,gdp_real
1976-10-01,6451.177,gdp_real
1977-01-01,6527.703,gdp_real
1977-04-01,6654.466,gdp_real
1977-07-01,6774.457,gdp_real
1977-10-01,6774.592,gdp_real
1978-01-01,6796.26,gdp_real
1978-04-01,7058.92,gdp_real
1978-07-01,7129.915,gdp_real
1978-10-01,7225.75,gdp_real
1979-01-01,7238.727,gdp_real
1979-04-01,7246.454,gdp_real
1979-07-01,7300.281,gdp_real
1979-10-01,7318.535,gdp_real
1980-01-01,7341.557,gdp_real
1980-04-01,7190.289,gdp_real
1980-07-01,7181.743,gdp_real
1980-10-01,7315.677,gdp_real
1981-01-01,7459.022,gdp_real
1981-04-01,7403.745,gdp_real
1981-07-01,7492.405,gdp_real
1981-10-01,7410.768,gdp_real
1982-01-01,7295.631,gdp_real
1982-04-01,7328.912,gdp_real
1982-07-01,7300.896,gdp_real
1982-10-01,7303.817,gdp_real
1983-01-01,7400.066,gdp_real
1983-04-01,7568.456,gdp_real
1983-07-01,7719.746,gdp_real
1983-10-01,7880.794,gdp_real
1984-01-01,8034.847,gdp_real
1984-04-01,8173.67,gdp_real
1984-07-01,8252.465,gdp_real
1984-10-01,8320.199,gdp_real
1985-01-01,8400.82,gdp_real
1985-04-01,8474.787,gdp_real
1985-07-01,8604.22,gdp_real
1985-10-01,8668.188,gdp_real
1986-01-01,8749.127,gdp_real
1986-04-01,8788.524,gdp_real
1986-07-01,8872.601,gdp_real
1986-10-01,8920.193,gdp_real
1987-01-01,8986.367,gdp_real
1987-04-01,9083.256,gdp_real
1987-07-01,9162.024,gdp_real
1987-10-01,9319.332,gdp_real
1988-01-01,9367.502,gdp_real
1988-04-01,9490.594,gdp_real
1988-07-01,9546.206,gdp_real
1988-10-01,9673.405,gdp_real
1989-01-01,9771.725,gdp_real
1989-04-01,9846.293,gdp_real
1989-07-01,9919.228,gdp_real
1989-10-01,9938.767,gdp_real
1990-01-01,10047.386,gdp_real
1990-04-01,10083.855,gdp_real
1990-07-01,10090.569,gdp_real
1990-10-01,9998.704,gdp_real
1991-01-01,9951.916,gdp_real
1991-04-01,10029.51,gdp_real
1991-07-01,10080.195,gdp_real
1991-10-01,10115.329,gdp_real
1992-01-01,10236.435,gdp_real
1992-04-01,10347.429,gdp_real
1992-07-01,10449.673,gdp_real
1992-10-01,10558.648,gdp_real
1993-01-01,10576.275,gdp_real
1993-04-01,10637.847,gdp_real
1993-07-01,10688.606,gdp_real
1993-10-01,10833.987,gdp_real
1994-01-01,10939.116,gdp_real
1994-04-01,11087.361,gdp_real
1994-07-01,11152.176,gdp_real
1994-10-01,11279.932,gdp_real
1995-01-01,11319.951,gdp_real
1995-04-01,11353.721,gdp_real
1995-07-01,11450.31,gdp_real
1995-10-01,11528.067,gdp_real
1996-01-01,11614.418,gdp_real
1996-04-01,11808.14,gdp_real
1996-07-01,11914.063,gdp_real
1996-10-01,12037.775,gdp_real
1997-01-01,12115.472,gdp_real
1997-04-01,12317.221,gdp_real
1997-07-01,12471.01,gdp_real
1997-10-01,12577.495,gdp_real
1998-01-01,12703.742,gdp_real
1998-04-01,12821.339,gdp_real
1998-07-01,12982.752,gdp_real
1998-10-01,13191.67,gdp_real
1999-01-01,13315.597,gdp_real
1999-04-01,13426.748,gdp_real
1999-07-01,13604.771,gdp_real
1999-10-01,13827.98,gdp_real
2000-01-01,13878.147,gdp_real
2000-04-01,14130.908,gdp_real
2000-07-01,14145.312,gdp_real
2000-10-01,14229.765,gdp_real
2001-01-01,14183.12,gdp_real
2001-04-01,14271.694,gdp_real
2001-07-01,14214.516,gdp_real
2001-10-01,14253.574,gdp_real
2002-01-01,14372.785,gdp_real
2002-04-01,14460.848,gdp_real
2002-07-01,14519.633,gdp_real
2002-10-01,14537.58,gdp_real
2003-01-01,14614.141,gdp_real
2003-04-01,14743.567,gdp_real
2003-07-01,14988.782,gdp_real
2003-10-01,15162.76,gdp_real
2004-01-01,15248.68,gdp_real
2004-04-01,15366.85,gdp_real
2004-07-01,15512.619,gdp_real
2004-10-01,15670.88,gdp_real
2005-01-01,15844.727,gdp_real
2005-04-01,15922.782,gdp_real
2005-07-01,16047.587,gdp_real
2005-10-01,16136.734,gdp_real
2006-01-01,16353.835,gdp_real
2006-04-01,16396.151,gdp_real
2006-07-01,16420.738,gdp_real
2006-10-01,16561.866,gdp_real
2007-01-01,16611.69,gdp_real
2007-04-01,16713.314,gdp_real
2007-07-01,16809.587,gdp_real
2007-10-01,16915.191,gdp_real
2008-01-01,16843.003,gdp_real
2008-04-01,16943.291,gdp_real
2008-07-01,16854.295,gdp_real
2008-10-01,16485.35,gdp_real
2009-01-01,16298.262,gdp_real
2009-04-01,16269.145,gdp_real
2009-07-01,16326.281,gdp_real
2009-10-01,16502.754,gdp_real
2010-01-01,16582.71,gdp_real
2010-04-01,16743.162,gdp_real
2010-07-01,16872.266,gdp_real
2010-10-01,16960.864,gdp_real
2011-01-01,16920.632,gdp_real
2011-04-01,17035.114,gdp_real
2011-07-01,17031.313,gdp_real
2011-10-01,17222.583,gdp_real
2012-01-01,17367.01,gdp_real
2012-04-01,17444.525,gdp_real
2012-07-01,17469.65,gdp_real
2012-10-01,17489.852,gdp_real
2013-01-01,17662.4,gdp_real
2013-04-01,17709.671,gdp_real
2013-07-01,17860.45,gdp_real
2013-10-01,18016.147,gdp_real
2014-01-01,17953.974,gdp_real
2014-04-01,18185.911,gdp_real
2014-07-01,18406.941,gdp_real
2014-10-01,18500.031,gdp_real
2015-01-01,18666.621,gdp_real
2015-04-01,18782.243,gdp_real
2015-07-01,18857.418,gdp_real
2015-10-01,18892.206,gdp_real
2016-01-01,19001.69,gdp_real
2016-04-01,19062.709,gdp_real
2016-07-01,19197.938,gdp_real
2016-10-01,19304.352,gdp_real
2017-01-01,19398.343,gdp_real
2017-04-01,19506.949,gdp_real
2017-07-01,19660.766,gdp_real
2017-10-01,19882.352,gdp_real
2018-01-01,20044.077,gdp_real
2018-04-01,20150.476,gdp_real
2018-07-01,20276.154,gdp_real
2018-10-01,20304.874,gdp_real
2019-01-01,20431.641,gdp_real
2019-04-01,20602.275,gdp_real
2019-07-01,20843.322,gdp_real
2019-10-01,20985.448,gdp_real
2020-01-01,20709.212,gdp_real
2020-04-01,19077.992,gdp_real
2020-07-01,20558.879,gdp_real
2020-10-01,20791.917,gdp_real
2021-01-01,21082.134,gdp_real
2021-04-01,21440.929,gdp_real
2021-07-01,21617.828,gdp_real
2021-10-01,21988.737,gdp_real
2022-01-01,21932.71,gdp_real
2022-04-01,21967.045,gdp_real
2022-07-01,22125.625,gdp_real
2022-10-01,22278.345,gdp_real
2023-01-01,22439.607,gdp_real
2023-04-01,22580.499,gdp_real
2023-07-01,22840.989,gdp_real
2023-10-01,23033.78,gdp_real
2024-01-01,23082.119,gdp_real
2024-04-01,23286.508,gdp_real
2024-07-01,23478.57,gdp_real
2024-10-01,23586.542,gdp_real
2025-01-01,23548.21,gdp_real
2025-04-01,23770.976,gdp_real
2025-07-01,24026.834,gdp_real
2025-10-01,24055.749,gdp_real
2026-01-01,24174.527,gdp_real
1948-01-01,3.4,unemployment_rate
1948-02-01,3.8,unemployment_rate
1948-03-01,4.0,unemployment_rate
1948-04-01,3.9,unemployment_rate
1948-05-01,3.5,unemployment_rate
1948-06-01,3.6,unemployment_rate
1948-07-01,3.6,unemployment_rate
1948-08-01,3.9,unemployment_rate
1948-09-01,3.8,unemployment_rate
1948-10-01,3.7,unemployment_rate
1948-11-01,3.8,unemployment_rate
1948-12-01,4.0,unemployment_rate
1949-01-01,4.3,unemployment_rate
1949-02-01,4.7,unemployment_rate
1949-03-01,5.0,unemployment_rate
1949-04-01,5.3,unemployment_rate
1949-05-01,6.1,unemployment_rate
1949-06-01,6.2,unemployment_rate
1949-07-01,6.7,unemployment_rate
1949-08-01,6.8,unemployment_rate
1949-09-01,6.6,unemployment_rate
1949-10-01,7.9,unemployment_rate
1949-11-01,6.4,unemployment_rate
1949-12-01,6.6,unemployment_rate
1950-01-01,6.5,unemployment_rate
1950-02-01,6.4,unemployment_rate
1950-03-01,6.3,unemployment_rate
1950-04-01,5.8,unemployment_rate
1950-05-01,5.5,unemployment_rate
1950-06-01,5.4,unemployment_rate
1950-07-01,5.0,unemployment_rate
1950-08-01,4.5,unemployment_rate
1950-09-01,4.4,unemployment_rate
1950-10-01,4.2,unemployment_rate
1950-11-01,4.2,unemployment_rate
1950-12-01,4.3,unemployment_rate
1951-01-01,3.7,unemployment_rate
1951-02-01,3.4,unemployment_rate
1951-03-01,3.4,unemployment_rate
1951-04-01,3.1,unemployment_rate
1951-05-01,3.0,unemployment_rate
1951-06-01,3.2,unemployment_rate
1951-07-01,3.1,unemployment_rate
1951-08-01,3.1,unemployment_rate
1951-09-01,3.3,unemployment_rate
1951-10-01,3.5,unemployment_rate
1951-11-01,3.5,unemployment_rate
1951-12-01,3.1,unemployment_rate
1952-01-01,3.2,unemployment_rate
1952-02-01,3.1,unemployment_rate
1952-03-01,2.9,unemployment_rate
1952-04-01,2.9,unemployment_rate
1952-05-01,3.0,unemployment_rate
1952-06-01,3.0,unemployment_rate
1952-07-01,3.2,unemployment_rate
1952-08-01,3.4,unemployment_rate
1952-09-01,3.1,unemployment_rate
1952-10-01,3.0,unemployment_rate
1952-11-01,2.8,unemployment_rate
1952-12-01,2.7,unemployment_rate
1953-01-01,2.9,unemployment_rate
1953-02-01,2.6,unemployment_rate
1953-03-01,2.6,unemployment_rate
1953-04-01,2.7,unemployment_rate
1953-05-01,2.5,unemployment_rate
1953-06-01,2.5,unemployment_rate
1953-07-01,2.6,unemployment_rate
1953-08-01,2.7,unemployment_rate
1953-09-01,2.9,unemployment_rate
1953-10-01,3.1,unemployment_rate
1953-11-01,3.5,unemployment_rate
1953-12-01,4.5,unemployment_rate
1954-01-01,4.9,unemployment_rate
1954-02-01,5.2,unemployment_rate
1954-03-01,5.7,unemployment_rate
1954-04-01,5.9,unemployment_rate
1954-05-01,5.9,unemployment_rate
1954-06-01,5.6,unemployment_rate
1954-07-01,5.8,unemployment_rate
1954-08-01,6.0,unemployment_rate
1954-09-01,6.1,unemployment_rate
1954-10-01,5.7,unemployment_rate
1954-11-01,5.3,unemployment_rate
1954-12-01,5.0,unemployment_rate
1955-01-01,4.9,unemployment_rate
1955-02-01,4.7,unemployment_rate
1955-03-01,4.6,unemployment_rate
1955-04-01,4.7,unemployment_rate
1955-05-01,4.3,unemployment_rate
1955-06-01,4.2,unemployment_rate
1955-07-01,4.0,unemployment_rate
1955-08-01,4.2,unemployment_rate
1955-09-01,4.1,unemployment_rate
1955-10-01,4.3,unemployment_rate
1955-11-01,4.2,unemployment_rate
1955-12-01,4.2,unemployment_rate
1956-01-01,4.0,unemployment_rate
1956-02-01,3.9,unemployment_rate
1956-03-01,4.2,unemployment_rate
1956-04-01,4.0,unemployment_rate
1956-05-01,4.3,unemployment_rate
1956-06-01,4.3,unemployment_rate
1956-07-01,4.4,unemployment_rate
1956-08-01,4.1,unemployment_rate
1956-09-01,3.9,unemployment_rate
1956-10-01,3.9,unemployment_rate
1956-11-01,4.3,unemployment_rate
1956-12-01,4.2,unemployment_rate
1957-01-01,4.2,unemployment_rate
1957-02-01,3.9,unemployment_rate
1957-03-01,3.7,unemployment_rate
1957-04-01,3.9,unemployment_rate
1957-05-01,4.1,unemployment_rate
1957-06-01,4.3,unemployment_rate
1957-07-01,4.2,unemployment_rate
1957-08-01,4.1,unemployment_rate
1957-09-01,4.4,unemployment_rate
1957-10-01,4.5,unemployment_rate
1957-11-01,5.1,unemployment_rate
1957-12-01,5.2,unemployment_rate
1958-01-01,5.8,unemployment_rate
1958-02-01,6.4,unemployment_rate
1958-03-01,6.7,unemployment_rate
1958-04-01,7.4,unemployment_rate
1958-05-01,7.4,unemployment_rate
1958-06-01,7.3,unemployment_rate
1958-07-01,7.5,unemployment_rate
1958-08-01,7.4,unemployment_rate
1958-09-01,7.1,unemployment_rate
1958-10-01,6.7,unemployment_rate
1958-11-01,6.2,unemployment_rate
1958-12-01,6.2,unemployment_rate
1959-01-01,6.0,unemployment_rate
1959-02-01,5.9,unemployment_rate
1959-03-01,5.6,unemployment_rate
1959-04-01,5.2,unemployment_rate
1959-05-01,5.1,unemployment_rate
1959-06-01,5.0,unemployment_rate
1959-07-01,5.1,unemployment_rate
1959-08-01,5.2,unemployment_rate
1959-09-01,5.5,unemployment_rate
1959-10-01,5.7,unemployment_rate
1959-11-01,5.8,unemployment_rate
1959-12-01,5.3,unemployment_rate
1960-01-01,5.2,unemployment_rate
1960-02-01,4.8,unemployment_rate
1960-03-01,5.4,unemployment_rate
1960-04-01,5.2,unemployment_rate
1960-05-01,5.1,unemployment_rate
1960-06-01,5.4,unemployment_rate
1960-07-01,5.5,unemployment_rate
1960-08-01,5.6,unemployment_rate
1960-09-01,5.5,unemployment_rate
1960-10-01,6.1,unemployment_rate
1960-11-01,6.1,unemployment_rate
1960-12-01,6.6,unemployment_rate
1961-01-01,6.6,unemployment_rate
1961-02-01,6.9,unemployment_rate
1961-03-01,6.9,unemployment_rate
1961-04-01,7.0,unemployment_rate
1961-05-01,7.1,unemployment_rate
1961-06-01,6.9,unemployment_rate
1961-07-01,7.0,unemployment_rate
1961-08-01,6.6,unemployment_rate
1961-09-01,6.7,unemployment_rate
1961-10-01,6.5,unemployment_rate
1961-11-01,6.1,unemployment_rate
1961-12-01,6.0,unemployment_rate
1962-01-01,5.8,unemployment_rate
1962-02-01,5.5,unemployment_rate
1962-03-01,5.6,unemployment_rate
1962-04-01,5.6,unemployment_rate
1962-05-01,5.5,unemployment_rate
1962-06-01,5.5,unemployment_rate
1962-07-01,5.4,unemployment_rate
1962-08-01,5.7,unemployment_rate
1962-09-01,5.6,unemployment_rate
1962-10-01,5.4,unemployment_rate
1962-11-01,5.7,unemployment_rate
1962-12-01,5.5,unemployment_rate
1963-01-01,5.7,unemployment_rate
1963-02-01,5.9,unemployment_rate
1963-03-01,5.7,unemployment_rate
1963-04-01,5.7,unemployment_rate
1963-05-01,5.9,unemployment_rate
1963-06-01,5.6,unemployment_rate
1963-07-01,5.6,unemployment_rate
1963-08-01,5.4,unemployment_rate
1963-09-01,5.5,unemployment_rate
1963-10-01,5.5,unemployment_rate
1963-11-01,5.7,unemployment_rate
1963-12-01,5.5,unemployment_rate
1964-01-01,5.6,unemployment_rate
1964-02-01,5.4,unemployment_rate
1964-03-01,5.4,unemployment_rate
1964-04-01,5.3,unemployment_rate
1964-05-01,5.1,unemployment_rate
1964-06-01,5.2,unemployment_rate
1964-07-01,4.9,unemployment_rate
1964-08-01,5.0,unemployment_rate
1964-09-01,5.1,unemployment_rate
1964-10-01,5.1,unemployment_rate
1964-11-01,4.8,unemployment_rate
1964-12-01,5.0,unemployment_rate
1965-01-01,4.9,unemployment_rate
1965-02-01,5.1,unemployment_rate
1965-03-01,4.7,unemployment_rate
1965-04-01,4.8,unemployment_rate
1965-05-01,4.6,unemployment_rate
1965-06-01,4.6,unemployment_rate
1965-07-01,4.4,unemployment_rate
1965-08-01,4.4,unemployment_rate
1965-09-01,4.3,unemployment_rate
1965-10-01,4.2,unemployment_rate
1965-11-01,4.1,unemployment_rate
1965-12-01,4.0,unemployment_rate
1966-01-01,4.0,unemployment_rate
1966-02-01,3.8,unemployment_rate
1966-03-01,3.8,unemployment_rate
1966-04-01,3.8,unemployment_rate
1966-05-01,3.9,unemployment_rate
1966-06-01,3.8,unemployment_rate
1966-07-01,3.8,unemployment_rate
1966-08-01,3.8,unemployment_rate
1966-09-01,3.7,unemployment_rate
1966-10-01,3.7,unemployment_rate
1966-11-01,3.6,unemployment_rate
1966-12-01,3.8,unemployment_rate
1967-01-01,3.9,unemployment_rate
1967-02-01,3.8,unemployment_rate
1967-03-01,3.8,unemployment_rate
1967-04-01,3.8,unemployment_rate
1967-05-01,3.8,unemployment_rate
1967-06-01,3.9,unemployment_rate
1967-07-01,3.8,unemployment_rate
1967-08-01,3.8,unemployment_rate
1967-09-01,3.8,unemployment_rate
1967-10-01,4.0,unemployment_rate
1967-11-01,3.9,unemployment_rate
1967-12-01,3.8,unemployment_rate
1968-01-01,3.7,unemployment_rate
1968-02-01,3.8,unemployment_rate
1968-03-01,3.7,unemployment_rate
1968-04-01,3.5,unemployment_rate
1968-05-01,3.5,unemployment_rate
1968-06-01,3.7,unemployment_rate
1968-07-01,3.7,unemployment_rate
1968-08-01,3.5,unemployment_rate
1968-09-01,3.4,unemployment_rate
1968-10-01,3.4,unemployment_rate
1968-11-01,3.4,unemployment_rate
1968-12-01,3.4,unemployment_rate
1969-01-01,3.4,unemployment_rate
1969-02-01,3.4,unemployment_rate
1969-03-01,3.4,unemployment_rate
1969-04-01,3.4,unemployment_rate
1969-05-01,3.4,unemployment_rate
1969-06-01,3.5,unemployment_rate
1969-07-01,3.5,unemployment_rate
1969-08-01,3.5,unemployment_rate
1969-09-01,3.7,unemployment_rate
1969-10-01,3.7,unemployment_rate
1969-11-01,3.5,unemployment_rate
1969-12-01,3.5,unemployment_rate
1970-01-01,3.9,unemployment_rate
1970-02-01,4.2,unemployment_rate
1970-03-01,4.4,unemployment_rate
1970-04-01,4.6,unemployment_rate
1970-05-01,4.8,unemployment_rate
1970-06-01,4.9,unemployment_rate
1970-07-01,5.0,unemployment_rate
1970-08-01,5.1,unemployment_rate
1970-09-01,5.4,unemployment_rate
1970-10-01,5.5,unemployment_rate
1970-11-01,5.9,unemployment_rate
1970-12-01,6.1,unemployment_rate
1971-01-01,5.9,unemployment_rate
1971-02-01,5.9,unemployment_rate
1971-03-01,6.0,unemployment_rate
1971-04-01,5.9,unemployment_rate
1971-05-01,5.9,unemployment_rate
1971-06-01,5.9,unemployment_rate
1971-07-01,6.0,unemployment_rate
1971-08-01,6.1,unemployment_rate
1971-09-01,6.0,unemployment_rate
1971-10-01,5.8,unemployment_rate
1971-11-01,6.0,unemployment_rate
1971-12-01,6.0,unemployment_rate
1972-01-01,5.8,unemployment_rate
1972-02-01,5.7,unemployment_rate
1972-03-01,5.8,unemployment_rate
1972-04-01,5.7,unemployment_rate
1972-05-01,5.7,unemployment_rate
1972-06-01,5.7,unemployment_rate
1972-07-01,5.6,unemployment_rate
1972-08-01,5.6,unemployment_rate
1972-09-01,5.5,unemployment_rate
1972-10-01,5.6,unemployment_rate
1972-11-01,5.3,unemployment_rate
1972-12-01,5.2,unemployment_rate
1973-01-01,4.9,unemployment_rate
1973-02-01,5.0,unemployment_rate
1973-03-01,4.9,unemployment_rate
1973-04-01,5.0,unemployment_rate
1973-05-01,4.9,unemployment_rate
1973-06-01,4.9,unemployment_rate
1973-07-01,4.8,unemployment_rate
1973-08-01,4.8,unemployment_rate
1973-09-01,4.8,unemployment_rate
1973-10-01,4.6,unemployment_rate
1973-11-01,4.8,unemployment_rate
1973-12-01,4.9,unemployment_rate
1974-01-01,5.1,unemployment_rate
1974-02-01,5.2,unemployment_rate
1974-03-01,5.1,unemployment_rate
1974-04-01,5.1,unemployment_rate
1974-05-01,5.1,unemployment_rate
1974-06-01,5.4,unemployment_rate
1974-07-01,5.5,unemployment_rate
1974-08-01,5.5,unemployment_rate
1974-09-01,5.9,unemployment_rate
1974-10-01,6.0,unemployment_rate
1974-11-01,6.6,unemployment_rate
1974-12-01,7.2,unemployment_rate
1975-01-01,8.1,unemployment_rate
1975-02-01,8.1,unemployment_rate
1975-03-01,8.6,unemployment_rate
1975-04-01,8.8,unemployment_rate
1975-05-01,9.0,unemployment_rate
1975-06-01,8.8,unemployment_rate
1975-07-01,8.6,unemployment_rate
1975-08-01,8.4,unemployment_rate
1975-09-01,8.4,unemployment_rate
1975-10-01,8.4,unemployment_rate
1975-11-01,8.3,unemployment_rate
1975-12-01,8.2,unemployment_rate
1976-01-01,7.9,unemployment_rate
1976-02-01,7.7,unemployment_rate
1976-03-01,7.6,unemployment_rate
1976-04-01,7.7,unemployment_rate
1976-05-01,7.4,unemployment_rate
1976-06-01,7.6,unemployment_rate
1976-07-01,7.8,unemployment_rate
1976-08-01,7.8,unemployment_rate
1976-09-01,7.6,unemployment_rate
1976-10-01,7.7,unemployment_rate
1976-11-01,7.8,unemployment_rate
1976-12-01,7.8,unemployment_rate
1977-01-01,7.5,unemployment_rate
1977-02-01,7.6,unemployment_rate
1977-03-01,7.4,unemployment_rate
1977-04-01,7.2,unemployment_rate
1977-05-01,7.0,unemployment_rate
1977-06-01,7.2,unemployment_rate
1977-07-01,6.9,unemployment_rate
1977-08-01,7.0,unemployment_rate
1977-09-01,6.8,unemployment_rate
1977-10-01,6.8,unemployment_rate
1977-11-01,6.8,unemployment_rate
1977-12-01,6.4,unemployment_rate
1978-01-01,6.4,unemployment_rate
1978-02-01,6.3,unemployment_rate
1978-03-01,6.3,unemployment_rate
1978-04-01,6.1,unemployment_rate
1978-05-01,6.0,unemployment_rate
1978-06-01,5.9,unemployment_rate
1978-07-01,6.2,unemployment_rate
1978-08-01,5.9,unemployment_rate
1978-09-01,6.0,unemployment_rate
1978-10-01,5.8,unemployment_rate
1978-11-01,5.9,unemployment_rate
1978-12-01,6.0,unemployment_rate
1979-01-01,5.9,unemployment_rate
1979-02-01,5.9,unemployment_rate
1979-03-01,5.8,unemployment_rate
1979-04-01,5.8,unemployment_rate
1979-05-01,5.6,unemployment_rate
1979-06-01,5.7,unemployment_rate
1979-07-01,5.7,unemployment_rate
1979-08-01,6.0,unemployment_rate
1979-09-01,5.9,unemployment_rate
1979-10-01,6.0,unemployment_rate
1979-11-01,5.9,unemployment_rate
1979-12-01,6.0,unemployment_rate
1980-01-01,6.3,unemployment_rate
1980-02-01,6.3,unemployment_rate
1980-03-01,6.3,unemployment_rate
1980-04-01,6.9,unemployment_rate
1980-05-01,7.5,unemployment_rate
1980-06-01,7.6,unemployment_rate
1980-07-01,7.8,unemployment_rate
1980-08-01,7.7,unemployment_rate
1980-09-01,7.5,unemployment_rate
1980-10-01,7.5,unemployment_rate
1980-11-01,7.5,unemployment_rate
1980-12-01,7.2,unemployment_rate
1981-01-01,7.5,unemployment_rate
1981-02-01,7.4,unemployment_rate
1981-03-01,7.4,unemployment_rate
1981-04-01,7.2,unemployment_rate
1981-05-01,7.5,unemployment_rate
1981-06-01,7.5,unemployment_rate
1981-07-01,7.2,unemployment_rate
1981-08-01,7.4,unemployment_rate
1981-09-01,7.6,unemployment_rate
1981-10-01,7.9,unemployment_rate
1981-11-01,8.3,unemployment_rate
1981-12-01,8.5,unemployment_rate
1982-01-01,8.6,unemployment_rate
1982-02-01,8.9,unemployment_rate
1982-03-01,9.0,unemployment_rate
1982-04-01,9.3,unemployment_rate
1982-05-01,9.4,unemployment_rate
1982-06-01,9.6,unemployment_rate
1982-07-01,9.8,unemployment_rate
1982-08-01,9.8,unemployment_rate
1982-09-01,10.1,unemployment_rate
1982-10-01,10.4,unemployment_rate
1982-11-01,10.8,unemployment_rate
1982-12-01,10.8,unemployment_rate
1983-01-01,10.4,unemployment_rate
1983-02-01,10.4,unemployment_rate
1983-03-01,10.3,unemployment_rate
1983-04-01,10.2,unemployment_rate
1983-05-01,10.1,unemployment_rate
1983-06-01,10.1,unemployment_rate
1983-07-01,9.4,unemployment_rate
1983-08-01,9.5,unemployment_rate
1983-09-01,9.2,unemployment_rate
1983-10-01,8.8,unemployment_rate
1983-11-01,8.5,unemployment_rate
1983-12-01,8.3,unemployment_rate
1984-01-01,8.0,unemployment_rate
1984-02-01,7.8,unemployment_rate
1984-03-01,7.8,unemployment_rate
